,Ind_ID,Gender,Car_Owner,Property_Owner,Children,Annual_Income,Type_Income,Education,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,Email_ID,Type_Occupation,Family_Members,Label
385,5044987,F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,-20345.0,365243,1,0,1,0,Laborers,2,0
386,5045069,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10344.0,-2533,1,0,0,0,Laborers,2,0
388,5045113,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21126.0,365243,1,0,0,0,Laborers,1,0
389,5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21009.0,365243,1,0,0,0,Laborers,2,0
390,5045253,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20854.0,-3689,1,0,0,0,Core staff,3,0
392,5045380,M,Y,Y,0,261000.0,Working,Incomplete higher,Married,House / apartment,-15936.0,-1508,1,0,1,0,Managers,2,0
393,5045439,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-23546.0,365243,1,0,0,0,Laborers,2,0
394,5045513,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11498.0,-4491,1,0,0,0,Laborers,3,0
395,5045537,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,-10937.0,-1539,1,0,0,0,High skill tech staff,4,0
396,5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,-11762.0,-716,1,0,0,0,Laborers,4,0
397,5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,-15556.0,-1327,1,0,0,0,Drivers,3,0
398,5045623,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-14400.0,-2512,1,0,0,0,Medicine staff,3,0
399,5045742,M,Y,N,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-13271.0,-1569,1,0,0,0,Laborers,2,0
400,5045798,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-9242.0,-139,1,0,0,0,Accountants,2,0
401,5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,-11892.0,-2543,1,0,1,0,Drivers,3,0
402,5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-22340.0,365243,1,0,0,0,Laborers,2,0
403,5045844,F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,-20836.0,-8966,1,0,0,0,Laborers,2,0
404,5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,-12621.0,-1327,1,0,0,0,Managers,4,0
405,5045888,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23286.0,365243,1,0,0,0,Laborers,1,1
408,5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16990.0,-2026,1,0,0,0,Drivers,2,0
409,5045992,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15256.0,-4491,1,0,0,0,Laborers,2,0
410,5046003,F,N,Y,1,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15039.0,-3334,1,0,1,0,Private service staff,2,0
411,5046035,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21527.0,365243,1,0,0,0,Laborers,2,0
413,5046083,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-21030.0,-2299,1,0,0,0,Laborers,2,0
415,5046093,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23596.0,365243,1,0,0,0,Laborers,1,0
416,5046126,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20301.0,-3092,1,1,1,0,Managers,2,0
417,5046183,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14876.0,-716,1,0,0,0,Laborers,4,0
418,5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-17280.0,-565,1,1,0,0,Managers,4,0
419,5046283,F,N,Y,0,67050.0,Pensioner,Higher education,Married,House / apartment,-24305.0,365243,1,0,0,0,Laborers,2,0
420,5046324,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15466.0,-2269,1,0,1,0,Low-skill Laborers,3,1
421,5046328,F,N,Y,1,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-15466.0,-2269,1,0,1,0,Low-skill Laborers,3,1
422,5046336,F,N,N,1,85500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10217.0,-900,1,1,0,0,Accountants,3,0
423,5046340,M,N,Y,1,180000.0,Working,Lower secondary,Married,House / apartment,-10581.0,-1692,1,1,0,0,Laborers,3,0
424,5046362,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,-14386.0,-139,1,1,1,0,Sales staff,2,0
425,5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,-19558.0,-1904,1,0,0,0,Laborers,2,0
426,5046398,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24216.0,365243,1,0,0,0,Laborers,1,0
427,5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,-14466.0,-1569,1,0,1,0,Laborers,2,0
428,5046495,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21554.0,365243,1,0,0,0,Laborers,2,0
429,5046531,M,Y,N,0,202500.0,Pensioner,Higher education,Married,House / apartment,-20195.0,365243,1,0,0,0,Laborers,2,0
430,5047662,F,N,Y,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18880.0,-4114,1,0,0,0,Accountants,3,1
431,5047667,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8710.0,-522,1,0,0,0,Laborers,2,0
432,5047670,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,-14069.0,-2500,1,1,1,1,Core staff,3,0
433,5047704,F,N,Y,2,191399.3262295082,Working,Secondary / secondary special,Single / not married,House / apartment,-14717.0,-1496,1,0,0,0,Laborers,3,0
434,5047787,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-10457.0,-979,1,0,0,0,Laborers,2,0
436,5047853,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,-12569.0,-3322,1,0,0,0,Laborers,3,0
438,5047929,M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13999.0,-1526,1,0,1,0,Drivers,1,0
439,5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12091.0,-2653,1,0,1,0,Laborers,4,0
440,5048217,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12250.0,-857,1,0,0,0,Laborers,3,0
441,5048276,F,Y,N,1,112500.0,Working,Higher education,Single / not married,House / apartment,-10028.0,-1618,1,0,0,0,Core staff,2,0
442,5048300,M,Y,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11091.0,-1161,1,0,0,0,Laborers,3,1
444,5048305,F,N,N,0,191399.3262295082,Working,Higher education,Separated,House / apartment,-21887.0,-1526,1,0,0,0,Core staff,1,0
445,5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,-21887.0,-1526,1,0,0,0,Core staff,1,0
446,5048425,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19881.0,-8405,1,0,1,0,Accountants,1,0
447,5048448,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16040.342070773264,365243,1,0,0,0,Laborers,2,0
448,5048458,F,Y,Y,1,126000.0,Working,Higher education,Married,House / apartment,-9441.0,-157,1,0,0,0,Laborers,3,0
449,5048478,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9187.0,-308,1,0,0,0,Core staff,1,0
450,5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12992.0,-734,1,1,1,0,Drivers,2,0
451,5048542,F,N,Y,0,121900.5,Pensioner,Secondary / secondary special,Married,House / apartment,-15946.0,365243,1,0,0,0,Laborers,2,0
452,5048583,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21579.0,365243,1,0,0,0,Laborers,2,0
453,5048610,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-15256.0,-3291,1,0,0,0,Laborers,1,0
454,5048642,F,N,N,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24048.0,365243,1,0,0,0,Laborers,1,0
455,5050440,F,Y,Y,1,157500.0,Working,Incomplete higher,Civil marriage,House / apartment,-13046.0,-2753,1,0,0,0,Laborers,3,0
456,5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,-14247.0,-135,1,0,0,0,Laborers,3,0
457,5050482,F,N,N,0,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18698.0,-10758,1,0,0,0,Laborers,2,0
459,5050549,M,N,N,2,225000.0,Working,Higher education,Civil marriage,House / apartment,-16768.0,-3088,1,1,0,0,Laborers,4,0
460,5050603,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18327.0,-7288,1,1,0,0,Laborers,2,1
462,5050619,M,Y,N,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10004.0,-1962,1,0,1,0,Laborers,2,0
463,5050635,F,N,N,0,225000.0,State servant,Secondary / secondary special,Married,House / apartment,-13556.0,-2966,1,0,0,0,Managers,2,0
464,5050655,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14667.0,-1048,1,1,1,0,Accountants,2,0
465,5050671,M,N,N,0,171000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-11610.0,-166,1,1,1,0,High skill tech staff,1,1
466,5050724,F,Y,N,0,360000.0,Working,Higher education,Married,House / apartment,-12845.0,-2296,1,1,1,0,Accountants,2,0
467,5050729,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-8528.0,-531,1,0,0,0,Laborers,1,0
468,5050756,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18058.0,-4031,1,1,0,0,Drivers,2,0
469,5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,-10990.0,-2174,1,0,0,0,Core staff,4,0
470,5050793,F,N,N,0,315000.0,State servant,Higher education,Married,House / apartment,-21247.0,-6648,1,0,0,0,Core staff,2,0
471,5050852,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9488.0,-1505,1,0,0,0,High skill tech staff,1,0
473,5050894,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18875.0,365243,1,0,0,0,Laborers,2,0
474,5050973,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15964.0,-7591,1,0,0,0,Core staff,2,0
476,5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-10707.0,-1354,1,0,0,0,Managers,2,0
477,5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10448.0,-3392,1,1,1,1,Realty agents,3,0
478,5051050,M,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-22407.0,-2174,1,0,0,0,Laborers,2,0
479,5051061,F,N,N,2,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11945.0,-1323,1,0,1,0,Laborers,4,0
480,5051097,F,N,N,0,69750.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,-21986.0,365243,1,0,1,0,Laborers,1,0
481,5051120,M,N,N,0,202500.0,State servant,Higher education,Married,House / apartment,-12725.0,-5006,1,0,0,0,Core staff,2,0
482,5051156,M,N,N,1,247500.0,Working,Higher education,Single / not married,House / apartment,-13816.0,-1870,1,0,0,0,Laborers,2,0
483,5051160,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9594.0,-866,1,0,0,0,Laborers,3,1
485,5051180,M,Y,N,1,191399.3262295082,Working,Secondary / secondary special,Married,House / apartment,-13086.0,-1931,1,0,1,0,Laborers,3,0
486,5051187,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12260.0,-896,1,0,0,0,Core staff,1,0
487,5051240,F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23328.0,365243,1,0,0,0,Laborers,1,0
488,5052606,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-18785.0,-1598,1,0,0,0,Laborers,1,0
489,5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15988.0,-1994,1,0,1,0,High skill tech staff,3,0
491,5052659,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-10396.0,-564,1,0,0,1,IT staff,2,1
493,5052678,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,-15624.0,-8172,1,1,1,0,High skill tech staff,3,0
494,5052722,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21875.0,365243,1,0,0,0,Laborers,2,0
495,5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13812.0,-1114,1,0,0,0,Laborers,2,0
496,5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10454.0,-505,1,0,0,1,High skill tech staff,4,0
497,5052755,M,N,Y,0,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10570.0,-1175,1,0,0,0,Managers,2,0
498,5052762,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-11728.0,-932,1,0,0,1,Laborers,1,0
499,5052806,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19210.0,-2454,1,0,1,0,Laborers,1,0
500,5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17189.0,-4523,1,0,0,0,Managers,2,0
501,5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870.0,-3458,1,1,1,0,Sales staff,2,0
502,5052877,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915.0,-3366,1,0,0,0,Drivers,2,1
505,5052883,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17915.0,-3366,1,0,0,0,Drivers,2,0
506,5052952,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24340.0,365243,1,0,1,0,Laborers,1,0
507,5052963,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984.0,-2606,1,0,0,0,Laborers,2,0
508,5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,-9389.0,-1632,1,1,1,0,Laborers,2,0
509,5053032,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20755.0,365243,1,0,0,0,Laborers,2,0
510,5053089,F,N,N,0,175500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18643.0,-658,1,0,0,0,High skill tech staff,1,0
511,5053114,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23849.0,365243,1,0,0,0,Laborers,2,0
512,5053117,M,Y,N,1,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13534.0,-1420,1,0,0,0,Laborers,3,0
513,5053143,M,N,Y,1,126000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12301.0,-140,1,0,1,0,Laborers,3,0
514,5053152,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774.0,365243,1,0,0,0,Laborers,1,0
516,5053173,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16712.0,-2393,1,0,0,0,Core staff,2,0
517,5053182,M,Y,Y,0,207000.0,Pensioner,Higher education,Married,House / apartment,-24312.0,365243,1,0,0,0,Laborers,2,0
518,5053254,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18667.0,-2150,1,1,0,0,Managers,2,1
519,5053293,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20382.0,365243,1,0,0,0,Laborers,2,0
520,5053354,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18362.0,-110,1,0,0,0,Laborers,2,0
521,5053388,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16300.0,-9698,1,0,0,1,Managers,2,0
522,5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18516.0,-2129,1,1,1,0,Low-skill Laborers,2,0
523,5053524,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14762.0,-2464,1,0,1,0,Managers,2,0
524,5053535,F,N,Y,0,216000.0,Pensioner,Higher education,Single / not married,House / apartment,-20388.0,365243,1,0,0,0,Laborers,1,0
525,5053592,F,N,Y,1,117000.0,Working,Lower secondary,Widow,House / apartment,-17633.0,-3072,1,0,1,0,Laborers,2,0
526,5053610,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-20589.0,-3680,1,0,0,0,Laborers,2,0
527,5053636,F,N,N,0,225000.0,Pensioner,Higher education,Separated,House / apartment,-21944.0,365243,1,0,0,0,Laborers,1,0
529,5053642,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-20354.0,-1823,1,0,1,0,Managers,2,0
531,5053678,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12075.0,-1430,1,0,1,0,High skill tech staff,1,0
532,5053711,F,Y,N,2,157500.0,Commercial associate,Incomplete higher,Married,House / apartment,-12857.0,-1399,1,0,0,1,Laborers,4,0
533,5053744,F,N,Y,0,360000.0,State servant,Higher education,Married,House / apartment,-16182.0,-3163,1,0,1,0,Managers,2,0
534,5053790,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-16601.0,-2859,1,0,0,0,Laborers,2,0
535,5053872,M,Y,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11627.0,-2128,1,0,0,0,Laborers,3,0
536,5053918,F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,-14438.0,-2433,1,0,0,0,Managers,2,0
537,5053941,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21100.0,365243,1,0,1,0,Laborers,1,0
538,5053980,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,-12249.0,-3195,1,1,0,0,Laborers,2,0
539,5054058,F,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,-15045.0,-4686,1,0,1,0,Managers,3,0
540,5054063,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424.0,-1458,1,0,0,0,Drivers,3,1
541,5054064,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424.0,-1458,1,0,0,0,Drivers,3,0
542,5054068,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424.0,-1458,1,0,0,0,Drivers,1,1
543,5054079,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-17143.0,-5507,1,0,1,0,Laborers,2,0
544,5054097,M,Y,N,2,202500.0,Working,Higher education,Married,House / apartment,-11736.0,-727,1,0,0,0,Drivers,4,0
546,5054106,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21516.0,365243,1,0,0,0,Laborers,1,0
547,5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390.0,-515,1,0,1,0,Sales staff,2,0
548,5054228,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-11515.0,-89,1,1,0,0,Managers,4,0
549,5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-14060.0,-7364,1,1,0,0,Cooking staff,2,0
550,5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10116.0,-880,1,0,0,0,Laborers,3,0
551,5054343,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641.0,-1064,1,0,1,0,Sales staff,2,0
552,5054348,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12348.0,-424,1,1,1,0,Sales staff,1,0
553,5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20723.0,365243,1,0,1,0,Laborers,1,0
554,5054384,M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-14050.0,-3680,1,1,1,0,Laborers,1,0
555,5054407,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-13021.0,-5082,1,1,0,0,Managers,2,0
557,5054453,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-17914.0,-1155,1,0,0,0,Laborers,2,0
558,5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18934.0,-1915,1,0,1,0,Laborers,3,0
559,5054496,F,Y,Y,0,225000.0,Commercial associate,Higher education,Separated,House / apartment,-12102.0,-1185,1,0,0,0,Waiters/barmen staff,1,0
560,5054522,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,-10014.0,-2311,1,0,0,0,Laborers,3,0
561,5054524,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16611.0,-8369,1,0,0,0,Laborers,4,1
562,5054525,F,N,N,2,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16611.0,-8369,1,0,0,0,Laborers,4,1
563,5054625,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22034.0,365243,1,0,0,0,Laborers,1,0
565,5054648,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24238.0,365243,1,0,0,0,Laborers,1,0
566,5054697,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16553.0,-6908,1,0,0,0,Laborers,2,0
567,5054699,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-16040.342070773264,-6908,1,0,0,0,Laborers,2,0
568,5054733,F,N,N,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-11042.0,-1581,1,0,0,0,High skill tech staff,3,0
569,5054775,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21362.0,-1520,1,0,0,0,Laborers,2,0
570,5056077,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-12154.0,-1547,1,0,0,0,Core staff,2,0
571,5056149,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-23424.0,-14887,1,0,0,0,Laborers,2,0
572,5056179,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-9663.0,-218,1,0,0,0,Laborers,2,0
573,5056237,F,N,Y,0,40500.0,Working,Secondary / secondary special,Married,House / apartment,-12729.0,-4936,1,1,0,0,Cleaning staff,2,0
574,5058267,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17868.0,-1912,1,0,0,0,Drivers,3,0
575,5058271,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19607.0,-4288,1,0,0,0,Low-skill Laborers,2,0
576,5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-14897.0,-3435,1,1,1,1,Laborers,2,0
578,5058345,F,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,Laborers,1,1
579,5058348,F,N,Y,0,191399.3262295082,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,Laborers,1,1
580,5058350,M,N,Y,0,99000.0,Pensioner,Higher education,Separated,House / apartment,-24611.0,365243,1,0,0,0,Laborers,1,1
582,5058366,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,-20125.0,365243,1,0,0,0,Laborers,1,0
583,5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17468.0,-355,1,1,1,0,Laborers,2,0
584,5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-12843.0,-2609,1,0,0,0,Managers,2,0
586,5058509,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22774.0,365243,1,0,0,0,Laborers,2,0
587,5058530,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-9242.0,-508,1,0,0,0,Sales staff,1,1
589,5058532,M,N,N,0,391500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16040.342070773264,-508,1,0,0,0,Sales staff,1,1
590,5061076,M,Y,N,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-14926.0,-3242,1,1,0,0,Laborers,2,0
591,5061135,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,-14228.0,-5950,1,0,0,0,Core staff,4,0
592,5061139,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21454.0,365243,1,0,0,0,Laborers,2,0
594,5061161,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13300.0,-3668,1,0,1,0,Laborers,5,0
595,5061207,M,Y,Y,14,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-17754.0,-1689,1,0,0,0,Drivers,15,0
596,5061246,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-9301.0,-1751,1,0,0,0,Laborers,2,0
598,5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,-15050.0,-1628,1,0,0,0,Managers,3,0
599,5061340,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-24302.0,365243,1,0,0,0,Laborers,1,0
600,5061360,M,N,Y,0,65250.0,Pensioner,Higher education,Married,House / apartment,-20872.0,365243,1,0,0,0,Laborers,2,1
601,5061396,M,N,Y,0,72900.0,Pensioner,Lower secondary,Married,House / apartment,-23423.0,365243,1,0,0,0,Laborers,2,1
602,5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-9615.0,-2266,1,0,0,1,Managers,3,0
603,5061500,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-15948.0,-9359,1,0,0,0,Laborers,3,0
604,5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378.0,-867,1,0,1,0,Drivers,3,0
605,5061636,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-21664.0,365243,1,0,1,0,Laborers,2,1
606,5061691,F,N,Y,1,67500.0,Commercial associate,Higher education,Married,House / apartment,-9122.0,-1567,1,0,0,1,Waiters/barmen staff,3,1
607,5061724,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,-24295.0,365243,1,0,0,0,Laborers,1,0
608,5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23035.0,365243,1,0,1,0,Laborers,2,0
609,5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,-11262.0,-563,1,0,0,1,Accountants,3,0
610,5061773,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21049.0,365243,1,0,0,0,Laborers,1,0
611,5061832,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22616.0,365243,1,0,0,0,Laborers,2,0
612,5061896,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,-16833.0,-3515,1,0,0,1,Core staff,3,0
